,COD_COL,NOM_COL,DIR_COL,TEL_COL,CODIGO_DEPARTAMENTO,NOMBRE_DEPARTAMENTO,CODIGO_MUNICIPIO,NOMBRE_MUNICIPIO,ZONA,LATITUD,LONGITUD,COD_INST,NOM_INST,SECTOR,EMAIL,WEB_INST,FAX_COL
49131,105088800032.0,LUCIANO PULGAR,CALLE 83A # 66B-129 INTERIOR 106,4517228,5.0,ANTIOQUIA,,BELLO,Urbano,6.3588592744,-75.571218,,,OFICIAL,,,1.0
49956,305088002054.0,PREESC ARDILLITA DORADA,AV 37 B # 44-95,4810396,5.0,ANTIOQUIA,,BELLO,Urbano,6.3318853443,-75.54275179,305088002054.0,,NO OFICIAL,,,2.0
49961,305088002330.0,CENT INF STA MARIA GORETTI,CLL 65 # 63 B 13,2753205,5.0,ANTIOQUIA,,BELLO,Urbano,6.3464142467,-75.56663281,305088002330.0,,NO OFICIAL,,,2.0
49994,305088020729.0,CENT EDUC CARRUSEL DEL CONOCIMIENTO,KR 58 C # 23 - 16,4619616,5.0,ANTIOQUIA,,BELLO,Urbano,6.3129447974,-75.56443659,305088020729.0,,NO OFICIAL,,,1.0
49995,305088020737.0,CENTRO EDUCATIVO JUAN WESLEY DE BELLO,CL 20 D # 43 - 43,4613461,5.0,ANTIOQUIA,,BELLO,Urbano,6.3078172284,-75.55329817,305088020737.0,,NO OFICIAL,,,1.0
49996,305088020745.0,PREESCOLAR TORRECITAS DE CRISTAL,KR 52 # 32 - 49,2721503,5.0,ANTIOQUIA,,BELLO,Urbano,6.320614516,-75.5590499,305088020745.0,,NO OFICIAL,,,1.0
49997,305088020761.0,PREESC EL GATO MICHIN,CL 51 # 54 - 35,2758746,5.0,ANTIOQUIA,,BELLO,Urbano,6.3346746319,-75.56209434,305088020761.0,,NO OFICIAL,,,1.0
49998,305088020796.0,PREESCOLAR PINCELITO LOGICO,KR 55 # 33 - 28,2727196,5.0,ANTIOQUIA,,BELLO,Urbano,6.3215175487,-75.56038165,305088020796.0,,NO OFICIAL,,,1.0
50213,305088000248.0,ESC ARGIRO OCHOA,CR 56 # 43-06,2727241,5.0,ANTIOQUIA,,BELLO,Urbano,6.3296038946,-75.56256433,305088000248.0,,NO OFICIAL,,,1.0
50644,305088800023.0,INSTITUCION EDUCATIVA JUAN SEBASTIAN DE CENSA,CALLE 52 N° 51 52,4668042,5.0,ANTIOQUIA,,BELLO,Urbano,6.3360184423,-75.56020461,,,NO OFICIAL,,,1.0
50763,305088800007.0,PREESCOLAR ARMONIA DEL SABER,CR 53 N° 50 36,344570211,5.0,ANTIOQUIA,,BELLO,Urbano,6.3342830491,-75.56071971,,,NO OFICIAL,,,1.0
50818,305088800040.0,JARDIN INFANTIL CON SENTIDOS,Cr 67B N°56A 52,4647647,5.0,ANTIOQUIA,,BELLO,Urbano,6.3408160011,-75.57225858,,,NO OFICIAL,,,1.0
51764,305088800058.0,CENTRO EDUCATIVO SAN JOSE DE BELLO,KR 57 27 A 21  BRR C,4446598,5.0,ANTIOQUIA,,BELLO,Urbano,6.3167576477,-75.56215365,,,NO OFICIAL,,,1.0
51811,305088800066.0,CENTRO INFANTIL MAMÁ TETE,CL 26 A 58 C 71  BRR CABANAS,6005552,5.0,ANTIOQUIA,,BELLO,Urbano,6.3156302045,-75.56670849,,,NO OFICIAL,,,1.0
51985,305088800082.0,JARDIN INFANTIL MI TRENCITO,CL 66 64 28  BRR BELLAVISTA,2756322,5.0,ANTIOQUIA,,BELLO,Urbano,6.3477509635,-75.5671169,,,NO OFICIAL,,,1.0
52190,305088800074.0,JARDIN INFANTIL OSO FELIZ,DG 45 37 C 19  VD LAS VEGAS,6124900,5.0,ANTIOQUIA,,BELLO,Urbano,6.3320595736,-75.54311165,,,NO OFICIAL,,,1.0
52503,305088800104.0,PREESCOLAR MUNDO MAGICO 123,AV 44 51 A 40  BRR NIQUIA,6134406,5.0,ANTIOQUIA,,BELLO,Urbano,6.3371926888,-75.5512665,,,NO OFICIAL,,,1.0
52582,305088800139.0,PREESCOLAR OXFORD KIDS,CL 27 57 141  BRR LAS CABANAS,4957879,5.0,ANTIOQUIA,,BELLO,Urbano,6.3159293165,-75.56325681,,,NO OFICIAL,,,1.0
52584,305088800147.0,PREESCOLAR EL PAYASO PIN PIN,KR 60 62 07  BRR BUENOS AIRES,2726791,5.0,ANTIOQUIA,,BELLO,Urbano,6.3435529494,-75.56481538,,,NO OFICIAL,,,1.0
52585,305088800155.0,JARDIN INFANTIL CASA JOSUE,AV 43 57 48  BRR NIQUIA,5967668,5.0,ANTIOQUIA,,BELLO,Urbano,6.3408504974,-75.54996058,,,NO OFICIAL,,,1.0
52586,305088800121.0,CENTRO EDUCATIVO PINTANDO NUESTRO MUNDO,CL 37 55 16  BRR SAN JOSE OBRERO,4796640,5.0,ANTIOQUIA,,BELLO,Urbano,6.3233768205,-75.56107946,,,NO OFICIAL,,,1.0
52838,105088001971.0,INSTITUCION EDUCATIVA FE Y ALEGRIA JOSEFA CAMPOS,DG 45 # 65 BB 137,4816577,5.0,ANTIOQUIA,,BELLO,Urbano,6.345827792,-75.55248506,105088001971.0,INSTITUCIÓN EDUCATIVA JOSEFA CAMPOS,OFICIAL,,,1.0
52866,305088800180.0,CENTRO EDUCATIVO INFANTIL COFRECITO DE SUEÑOS,KR 65 A 68 31  IN 205 BRR BELLAVISTA,4879350,5.0,ANTIOQUIA,,BELLO,Urbano,6.348498987,-75.5685077,,,NO OFICIAL,,,1.0
52881,305088800112.0,CENTRO EDUCATIVO JUAN WESLEY,DG 54 42 74  BRR NIQUIA,4817365,5.0,ANTIOQUIA,,BELLO,Urbano,6.3385137202,-75.54880419,,,NO OFICIAL,,,1.0
52945,305088800201.0,CENTRO EDUCATIVO INFANTIL MI CASITA DEL SABER,CL 45 47 A 05  BRR MANCHESTER,4796003,5.0,ANTIOQUIA,,BELLO,Urbano,6.3313794062,-75.55488483,,,NO OFICIAL,,,1.0
53416,105088001806.0,I.E FE Y ALEGRIA ALBERTO LEBRUN MUNERA,AV 47 DG 58,4812720,5.0,ANTIOQUIA,,BELLO,Urbano,6.342804436,-75.55621967,105088001806.0,INSTITUCIÓN EDUCATIVA ALBERTO LEBRUN MUNERA,OFICIAL,alebrun@epm.net.co,,1.0
53417,105088002527.0,ESC URB LAS VEGAS,DG 45 # 36-85,4812332,5.0,ANTIOQUIA,,BELLO,Urbano,6.3313474329,-75.54158207,105088002527.0,ESCUELA URBANA LAS VEGAS,OFICIAL,,,1.0
53680,105088000516.0,ESC URB NAZARET,CLL 51 # 58-55,2728263,5.0,ANTIOQUIA,,BELLO,Urbano,6.3342171727,-75.56493291,105088000877.0,ESCUELA URBANA NAZARET,OFICIAL,,,1.0
53695,205088000308.0,ESC RUR CUARTAS,VDA CUARTAS,3880764,5.0,ANTIOQUIA,,BELLO,Rural,6.386603,-75.597509,205088000430.0,ESCUELA RURAL CUARTAS,OFICIAL,,,1.0
53943,305088800198.0,PREESCOLAR CONSTRUYENDO TALENTOS PARA EL MUNDO,KR 58C C 24 30  BRR CABANITAS,3053941738,5.0,ANTIOQUIA,,BELLO,Urbano,6.3138489506,-75.56574052,,,NO OFICIAL,,,1.0
54278,305088800163.0,JARDIN INFANTIL HUELLITAS DE AMOR ,DG 60 44 59  BRR NIQUIA,4813040,5.0,ANTIOQUIA,,BELLO,Urbano,6.3426483086,-75.55160386,,,NO OFICIAL,,,1.0
54367,305088800210.0,CENTRO EDUCATIVO PASITOS INTELIGENTES,CL 31 57 28  BRR LA FLORIDA,2085365,5.0,ANTIOQUIA,,BELLO,Urbano,6.3192969416,-75.56294782,,,NO OFICIAL,,,1.0
54445,305088800091.0,INSTITUCION DE EDUCACION FORMAL DE ADULTOS UNIDOS POR ANTIOQUIA ,KR 47 56 08  BRR CONGOLO,3223931,5.0,ANTIOQUIA,,BELLO,Urbano,6.3393871398,-75.55628377,,,NO OFICIAL,,,1.0
55371,305088000574.0,INSTITUCION EDUCATIVA PARROQUIAL JESUS DE LA BUENA ESPERANZA,CLL 49 # 47-10,4512222,5.0,ANTIOQUIA,,BELLO,Urbano,6.3343978845,-75.55630703,305088000574.0,INSTITUTO PARROQUIAL JESUS DE LA BUENA ESPERANZA,NO OFICIAL,cpbe@epm.net.co,,1.0
55372,305088001848.0,COL ANA MARIA JANER,DG 53 # 43-81,4816868,5.0,ANTIOQUIA,,BELLO,Urbano,6.3376587049,-75.55092846,305088001848.0,COLEGIO ANA MARIA JANER,NO OFICIAL,SAFAUR1@HOTMAIL.COM,,1.0
55378,305088002569.0,PREESC BLANCAS NIEVES,CR 51 # 26 B 04,2720252,5.0,ANTIOQUIA,,BELLO,Urbano,6.3155975012,-75.5583143,305088002569.0,PREESCOLAR BLANCA NIEVES,NO OFICIAL,,,1.0
56504,205088000197.0,ESC RUR LA PRIMAVERA,KR 68 C # 59 AA 35,4523220,5.0,ANTIOQUIA,,BELLO,Urbano,6.345395289,-75.57349529,105088000486.0,ESCUELA PRIMAVERA,OFICIAL,,,1.0
56788,105088001792.0,INSTITUCION EDUCATIVA RAQUEL JARAMILLO,CL 21A # 66-34,2739811,5.0,ANTIOQUIA,,BELLO,Urbano,6.3123924462,-75.57500818,105088001792.0,INSTITUCIÓN EDUCATIVA RAQUEL JARAMILLO,OFICIAL,,,1.0
57984,305088000850.0,I.E SUAREZ DE LA PRESENT,CR 50 # 46-45,2750637,5.0,ANTIOQUIA,,BELLO,Urbano,6.331967467,-75.5583966,305088000850.0,INSTITUCIÓN EDUCATIVA SUAREZ DE LA PRESENTACION,NO OFICIAL,COLSUAPRE@EPM.NET.CO,,1.0
58040,305088002348.0,CENT EDUC LA PALMITA,CR 50 # 65-94,2728584,5.0,ANTIOQUIA,,BELLO,Urbano,6.3461683686,-75.55895295,305088002348.0,INSTITUCIÓN EDUCATIVA EL ROSARIO DE BELLO,NO OFICIAL,,,1.0
58559,105088001555.0,I.E HERNAN VILLA BAENA.,CLL 69 # 60-235,4524421,5.0,ANTIOQUIA,,BELLO,Urbano,6.3478782268,-75.56555067,105088001555.0,INSTITUCIÓN EDUCATIVA HERNAN VILLA BAENA.,OFICIAL,NO,,1.0
58584,305088000272.0,COL MANO AMIGA,CR 66 # 59 A 80,4563429,5.0,ANTIOQUIA,,BELLO,Urbano,6.3439724639,-75.56906907,305088000272.0,INSTITUCIÓN EDUCATIVA MANO AMIGA,NO OFICIAL,MANOAMIGADIR&EPM.NET.CO,,1.0
58585,305088001945.0,CENT EDUC EL NIQUIA DARIO LONDOÐO CARDONA,DG 58 # 42-132,4816182,5.0,ANTIOQUIA,,BELLO,Urbano,6.3413077083,-75.54976179,305088001945.0,INSTITUCIÓN EDUCATIVA EL NIQUIA DARIO LONDOÑO CARDONA,NO OFICIAL,,,1.0
58586,305088002488.0,INST PREUNIVERSITARIO DE BELLO ANTONIO J.R.,CRA 49 # 50-42,2727727,5.0,ANTIOQUIA,,BELLO,Urbano,6.3351069395,-75.55774033,305088002488.0,INSTITUTO PREUNIVERSITARIO DE BELLO ANTONIO J.RIOS Q.,NO OFICIAL,PREUBELLO @EPM.NET.CO,,1.0
58596,105088002306.0,COL EL MIRADOR,CLL 68 # 49 A 41,4561633,5.0,ANTIOQUIA,,BELLO,Urbano,6.3475570371,-75.55870618,105088002306.0,INSTITUCIÓN EDUCATIVA GILBERTO ECHEVERRI MEJIA,OFICIAL,YEPESFERNANDO@HOTMAIL.COM,,1.0
59078,305088020770.0,INSTITUCION EDUCATIVA POLITECNICA INTERACTIVA,CL 24 # 50 A - 129,4615131,5.0,ANTIOQUIA,,BELLO,Urbano,6.3130217455,-75.55819672,305088020770.0,,NO OFICIAL,,,1.0
59278,105088000389.0,COL STA CATALINA,CLL 56 # 46-14,2756498,5.0,ANTIOQUIA,,BELLO,Urbano,6.3392424,-75.55586324,105088000389.0,INSTITUCIÓN EDUCATIVA SANTA CATALINA,OFICIAL,,,1.0
60943,305088020753.0,COLEGIO CAMPESTRE MONTAIGNE,AV 26 # 52 - 200,4449828,5.0,ANTIOQUIA,,BELLO,Urbano,6.30899,-75.5478747521,305088020753.0,,NO OFICIAL,,,1.0
